OBJECTID,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitu,geoaltitud,lastposupd,lastcontac
124,1590366040,a198e5,41.405044555664062,-87.376327514648438,149.742091622721773,311.797007593493049,-7.802880000000000,EJM16   ,False,False,False,771,2232.660000000000309,2301.240000000000236,1590366039.763999938964844,1590366039.984999895095825
125,1590366050,a198e5,41.413801807468218,-87.389405716297233,149.015700003912627,311.781377889100952,-7.802880000000000,EJM16   ,False,False,False,771,2156.460000000000036,2217.420000000000073,1590366049.424000024795532,1590366049.940000057220459
126,1590366060,a198e5,41.423112255031775,-87.403202500454199,148.673425955813372,311.633539336570209,-7.802880000000000,EJM16   ,False,False,False,771,2080.260000000000218,2141.220000000000255,1590366059.855000019073486,1590366059.857000112533569
127,1590366070,a198e5,41.431823730468750,-87.416152954101562,147.562950524251420,311.749656854663328,-6.177280000000001,EJM16   ,False,False,False,771,2011.680000000000064,2065.019999999999982,1590366069.628999948501587,1590366069.839999914169312
128,1590366080,a198e5,41.440057269597453,-87.428560478742725,146.836592997388721,311.733560962366425,-6.177280000000001,EJM16   ,False,False,False,771,1950.720000000000027,2004.059999999999945,1590366079.078999996185303,1590366079.957000017166138
129,1590366090,a198e5,41.449553926112287,-87.442676632903328,146.110247174027592,311.717305036411744,-6.177280000000001,EJM16   ,False,False,False,771,1882.140000000000100,1927.860000000000127,1590366089.892999887466431,1590366089.928999900817871
130,1590366100,a198e5,41.457933328919488,-87.455195937045744,146.110247174027592,311.717305036411744,-6.177280000000001,EJM16   ,False,False,False,771,1828.800000000000182,1874.520000000000209,1590366099.394999980926514,1590366099.614000082015991
131,1590366110,a198e5,41.467011015293963,-87.468801099200562,146.494647331014249,311.583411808228675,-6.177280000000001,EJM16   ,False,False,False,771,1767.840000000000146,1813.560000000000173,1590366109.933000087738037,1590366109.934000015258789
132,1590366120,a198e5,41.475631713867188,-87.481696388938190,147.562950524251420,311.749656854663328,-6.177280000000001,EJM16   ,False,False,False,771,1706.880000000000109,1744.980000000000018,1590366119.664000034332275,1590366119.980000019073486
133,1590366130,a198e5,41.483909477621822,-87.494159077489087,147.947153893956397,311.616994208669382,-6.177280000000001,EJM16   ,False,False,False,771,1638.300000000000182,1684.019999999999982,1590366128.999000072479248,1590366129.858000040054321
134,1590366140,a198e5,41.493452686374468,-87.508466853651896,147.605988000559137,311.467705416109084,-6.177280000000001,EJM16   ,False,False,False,771,1577.340000000000146,1607.820000000000164,1590366139.976999998092651,1590366139.977999925613403
135,1590366150,a198e5,41.502090454101562,-87.521334561434685,147.220894290592668,311.600285840876722,-6.177280000000001,EJM16   ,False,False,False,771,1516.380000000000109,1554.480000000000018,1590366149.855000019073486,1590366149.855999946594238
136,1590366160,a198e5,41.511049432269594,-87.534782941951278,147.220894290592668,311.600285840876722,-6.502400000000001,EJM16   ,False,False,False,3215,1455.420000000000073,1485.900000000000091,1590366159.822999954223633,1590366159.851000070571899
137,1590366170,a198e5,41.519847805217161,-87.547940986100969,146.879843304924975,311.450220132376671,-6.177280000000001,EJM16   ,False,False,False,3215,1394.460000000000036,1424.940000000000055,1590366169.871999979019165,1590366169.898000001907349
138,1590366180,a198e5,41.528227208024362,-87.560588038244873,146.153712424467557,311.432561103818443,-6.177280000000001,EJM16   ,False,False,False,3215,1333.500000000000000,1356.359999999999900,1590366179.513999938964844,1590366179.947000026702881
139,1590366190,a198e5,41.537304894398829,-87.574193200399691,145.768413204202687,311.566369637549485,-6.177280000000001,EJM16   ,False,False,False,3215,1272.539999999999964,1287.779999999999973,1590366189.776000022888184,1590366189.994999885559082
140,1590366200,a198e5,41.545852661132812,-87.587002840909122,145.768413204202687,311.566369637549485,-6.502400000000001,EJM16   ,False,False,False,3215,1211.580000000000155,1226.820000000000164,1590366199.809999942779541,1590366199.809999942779541
141,1590366210,a198e5,41.554504394531250,-87.600049105557559,145.383913229582049,311.700886680826045,-6.177280000000001,EJM16   ,False,False,False,3215,1150.620000000000118,1158.240000000000009,1590366209.634999990463257,1590366209.943000078201294
142,1590366220,a198e5,41.563374147576802,-87.613284088844466,144.315984223808869,311.531770741082823,-6.177280000000001,EJM16   ,False,False,False,3215,1089.660000000000082,1097.279999999999973,1590366219.982000112533569,1590366219.982000112533569
143,1590366230,a198e5,41.571939759335272,-87.626250510992008,143.975404764415259,311.378515295882664,-5.852160000000000,EJM16   ,False,False,False,3215,1028.700000000000045,1028.700000000000045,1590366229.900000095367432,1590366229.900000095367432
144,1590366240,a198e5,41.580179505429022,-87.638578193132219,142.863608938624822,311.496468355215541,-5.527040000000000,EJM16   ,False,False,False,3215,975.360000000000014,975.360000000000014,1590366239.522000074386597,1590366239.790999889373779
145,1590366250,a198e5,41.588977878376589,-87.651863985283399,141.411289003092548,311.460440831450057,-1.300480000000000,EJM16   ,False,False,False,3215,937.259999999999991,937.259999999999991,1590366249.913000106811523,1590366249.913000106811523
146,1590366260,a198e5,41.597077967756881,-87.664000045421517,141.411289003092548,311.460440831450057,-0.325120000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366259.760999917984009,1590366259.760999917984009
147,1590366270,a198e5,41.605829788466629,-87.677221963571924,140.685150327121931,311.442148133881915,-0.325120000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366269.937999963760376,1590366269.937999963760376
148,1590366280,a198e5,41.613922119140625,-87.689375443892061,135.216592487240860,311.452510619803377,0.000000000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366279.855000019073486,1590366279.875000000000000
149,1590366290,a198e5,41.621475219726562,-87.700798728249310,129.362976535625080,311.614617349307935,0.325120000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366289.460000038146973,1590366289.908999919891357
150,1590366300,a198e5,41.629478325278072,-87.712799781976742,124.279491827920253,311.475971416125788,0.000000000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366299.851000070571899,1590366299.851000070571899
151,1590366310,a198e5,41.636535644531250,-87.723458030007123,118.810950391182246,311.489321569732681,-0.325120000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366309.694999933242798,1590366309.996000051498413
152,1590366320,a198e5,41.643173217773438,-87.733508023348747,113.683976404889293,311.698134325564979,0.000000000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366319.387000083923340,1590366319.908999919891357
153,1590366330,a198e5,41.649536132812500,-87.743121060458122,109.326309903151994,311.566369637549485,-0.325120000000000,EJM16   ,False,False,False,3215,929.640000000000100,929.640000000000100,1590366328.993999958038330,1590366329.124000072479248
154,1590366340,a198e5,41.656571727688025,-87.753743016442570,106.081546196743645,311.264340873382309,0.650240000000000,EJM16   ,False,False,False,1420,937.259999999999991,937.259999999999991,1590366339.832999944686890,1590366339.947000026702881
155,1590366350,a198e5,41.662765502929688,-87.763096202503561,106.036630222027327,311.656623855672876,-0.650240000000000,EJM16   ,False,False,False,1420,937.259999999999991,937.259999999999991,1590366349.661999940872192,1590366349.990000009536743
156,1590366360,a198e5,41.668487548828125,-87.771710482510684,101.338939312553222,311.295372557922860,-0.325120000000000,EJM16   ,False,False,False,1420,929.640000000000100,937.259999999999991,1590366359.006999969482422,1590366359.588000059127808
157,1590366370,a198e5,41.672818458686436,-87.778334506722388,95.870335126482928,311.301615628398110,-0.325120000000000,EJM16   ,False,False,False,1420,929.640000000000100,937.259999999999991,1590366366.355999946594238,1590366369.872999906539917
158,1590366380,a198e5,41.679061889648438,-87.787753018465935,93.306017426840469,311.423665625002627,0.325120000000000,EJM16   ,False,False,False,1420,937.259999999999991,937.259999999999991,1590366377.500999927520752,1590366379.976000070571899
159,1590366390,a198e5,41.685882568359375,-87.798052701083122,90.015940511983288,311.524767223269919,-0.325120000000000,EJM16   ,False,False,False,1420,937.259999999999991,937.259999999999991,1590366389.871000051498413,1590366389.871000051498413
160,1590366400,a198e5,41.690460205078125,-87.804919156161247,84.547427595186846,311.546683749468912,-2.275840000000000,EJM16   ,False,False,False,1420,929.640000000000100,929.640000000000100,1590366398.513999938964844,1590366399.888999938964844
161,1590366410,a198e5,41.696001473119701,-87.813337459120646,78.738507035248873,311.291571842869530,-4.226560000000000,EJM16   ,False,False,False,1420,891.540000000000077,899.160000000000082,1590366409.964999914169312,1590366409.964999914169312
162,1590366420,a198e5,41.699707031250000,-87.819026600230814,76.560606254810494,311.185925165709648,-3.901440000000000,EJM16   ,False,False,False,1420,861.060000000000059,853.440000000000055,1590366418.581000089645386,1590366419.812000036239624
163,1590366430,a198e5,41.704833984375000,-87.826766967773438,76.797030152837038,313.099889034423143,-4.226560000000000,EJM16   ,False,False,False,1420,815.340000000000032,815.340000000000032,1590366429.253999948501587,1590366429.904999971389771
164,1590366440,a198e5,41.710418701171875,-87.831885597922565,75.569004436320370,338.850473908076935,-3.901440000000000,EJM16   ,False,False,False,1420,777.240000000000009,762.000000000000000,1590366439.417999982833862,1590366439.457999944686890
165,1590366450,a198e5,41.714808577198092,-87.833010651344466,73.845564682973887,8.412345290426837,-4.876800000000000,EJM16   ,False,False,False,1420,739.139999999999986,723.899999999999977,1590366445.868999958038330,1590366449.938999891281128
166,1590366460,a198e5,41.723467293432201,-87.829433707303735,72.242299565849365,35.727398222799707,-4.551680000000000,EJM16   ,False,False,False,1420,678.180000000000064,670.560000000000059,1590366459.986999988555908,1590366459.986999988555908
167,1590366470,a198e5,41.728262173927433,-87.823685047238371,71.313146904882672,43.830860672092584,-3.576320000000000,EJM16   ,False,False,False,1420,640.080000000000041,624.840000000000032,1590366469.904000043869019,1590366469.904000043869019
168,1590366480,a198e5,41.732574462890625,-87.818090265447438,71.670376578476436,44.127542877097973,-4.226560000000000,EJM16   ,False,False,False,1420,601.980000000000018,586.740000000000009,1590366479.210999965667725,1590366479.631000041961670
169,1590366490,a198e5,41.737380981445312,-87.811972878196002,69.503269272886783,43.500452962022365,-4.876800000000000,EJM16   ,False,False,False,1420,556.259999999999991,541.019999999999982,1590366489.796999931335449,1590366489.934999942779541
170,1590366500,a198e5,41.739434711003703,-87.809313397074845,68.048710876787325,43.468392207988984,-4.226560000000000,EJM16   ,False,False,False,1420,518.160000000000082,487.680000000000064,1590366494.359999895095825,1590366499.823999881744385
171,1590366510,a198e5,41.746307373046875,-87.800674438476562,68.048710876787325,43.468392207988984,-3.251200000000000,EJM16   ,False,False,False,1420,480.060000000000002,449.579999999999984,1590366509.792000055313110,1590366509.967000007629395
172,1590366520,a198e5,41.750793457031250,-87.795118852095186,67.345022871060280,42.833085316813353,-3.251200000000000,EJM16   ,False,False,False,1420,441.960000000000036,411.480000000000018,1590366519.700999975204468,1590366519.842999935150146
173,1590366530,a198e5,41.754135131835938,-87.790936556729434,66.968675164875819,43.132321160565830,-3.251200000000000,EJM16   ,False,False,False,1420,411.480000000000018,373.379999999999995,1590366527.348000049591064,1590366529.888999938964844
174,1590366540,a198e5,41.758529663085938,-87.785443392666934,65.514397954401204,43.090847567003621,-3.576320000000000,EJM16   ,False,False,False,1420,381.000000000000000,342.899999999999977,1590366537.529000043869019,1590366539.897000074386597
175,1590366550,a198e5,41.763176352290785,-87.779548112736165,64.412415472213681,43.381905467262548,-3.251200000000000,EJM16   ,False,False,False,1420,342.900000000000034,304.800000000000011,1590366548.323999881744385,1590366549.882999897003174
176,1590366560,a198e5,41.767959594726562,-87.773520729758502,62.957941727552310,43.344513460880698,-3.251200000000000,EJM16   ,False,False,False,1420,312.420000000000016,274.319999999999993,1590366559.825000047683716,1590366559.825000047683716
177,1590366570,a198e5,41.771850585937500,-87.768651788884938,60.049080525666668,43.264295411071615,-3.576320000000000,EJM16   ,False,False,False,1420,281.939999999999998,236.219999999999999,1590366569.513999938964844,1590366569.956000089645386
178,1590366580,a198e5,41.775650024414062,-87.763782848011374,57.493576492584282,43.549783709066567,-3.576320000000000,EJM16   ,False,False,False,1420,243.840000000000003,198.120000000000005,1590366579.237999916076660,1590366579.697000026702881
179,1590366590,a198e5,41.777793754965572,-87.761024652525407,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,False,False,False,1420,213.360000000000014,182.880000000000024,1590366585.266000032424927,1590366589.022000074386597
180,1590366600,a198e5,41.777793754965572,-87.761024652525407,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,False,False,False,1420,213.360000000000014,182.880000000000024,1590366585.266000032424927,1590366589.022000074386597
181,1590366610,a198e5,41.785789489746094,-87.750908244739875,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366607.362999916076660,1590366607.362999916076660
182,1590366620,a198e5,41.785789489746094,-87.750908244739875,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366607.362999916076660,1590366607.362999916076660
183,1590366630,a198e5,41.785789489746094,-87.750908244739875,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366607.362999916076660,1590366607.362999916076660
184,1590366640,a198e5,41.788814997268936,-87.747930482376432,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366632.078999996185303,1590366632.078999996185303
185,1590366650,a198e5,41.789711127846928,-87.747946450876640,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366642.690000057220459,1590366643.568000078201294
186,1590366660,a198e5,41.789711127846928,-87.747946450876640,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366642.690000057220459,1590366643.568000078201294
187,1590366670,a198e5,41.790802001953125,-87.748973152854205,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366664.548000097274780,1590366667.592000007629395
188,1590366680,a198e5,41.790246478581828,-87.749974450399691,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366679.174000024795532,1590366679.174000024795532
189,1590366690,a198e5,41.790246478581828,-87.749974450399691,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366679.174000024795532,1590366679.174000024795532
190,1590366700,a198e5,41.790246478581828,-87.749974450399691,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366679.174000024795532,1590366679.174000024795532
191,1590366710,a198e5,41.790246478581828,-87.749974450399691,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366679.174000024795532,1590366679.174000024795532
192,1590366720,a198e5,41.788158416748047,-87.752624858509407,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,198.120000000000005,,1590366710.197000026702881,1590366714.466000080108643
193,1590366730,a198e5,41.786685232388770,-87.754477567450920,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,,,1590366729.209000110626221,1590366729.209000110626221
194,1590366740,a198e5,41.786685232388770,-87.754477567450920,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,198.120000000000005,,1590366729.209000110626221,1590366734.023999929428101
195,1590366750,a198e5,41.785400390625000,-87.756136113947093,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,198.120000000000005,,1590366746.687000036239624,1590366747.562999963760376
196,1590366760,a198e5,41.785400390625000,-87.756136113947093,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,False,False,1420,198.120000000000005,,1590366746.687000036239624,1590366747.562999963760376
197,1590366770,a198e5,41.785148620605469,-87.757478193803252,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,False,True,False,1420,,,1590366760.221999883651733,1590366763.767999887466431
198,1590366780,a198e5,41.785125732421875,-87.758789062500000,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366773.160000085830688,1590366773.160000085830688
199,1590366790,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
200,1590366800,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
201,1590366810,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
202,1590366820,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
203,1590366830,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
204,1590366840,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
205,1590366850,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
206,1590366860,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
207,1590366870,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
208,1590366880,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
209,1590366890,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
210,1590366900,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
211,1590366910,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
212,1590366920,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
213,1590366930,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
214,1590366940,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
215,1590366950,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
216,1590366960,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
217,1590366970,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
218,1590366980,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
219,1590366990,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
220,1590367000,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
221,1590367010,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
222,1590367020,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
223,1590367030,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
224,1590367040,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
225,1590367050,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
226,1590367060,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
227,1590367070,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
228,1590367080,a198e5,41.785102456302965,-87.760002668513820,57.867518665118247,43.198839484277634,-2.275840000000000,EJM16   ,True,True,False,1420,,,1590366789.217999935150146,1590366789.217999935150146
