OBJECTID,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1065,1590365160,a0a332,42.468209994041310,-88.215232671693286,161.513296670293954,203.462182788085670,-0.325120000000000,FDX383  ,False,False,False,4326,3070.860000000000127,3169.920000000000073,1590365159.661000013351440,1590365159.986000061035156
1066,1590365160,a1d44e,41.785331726074219,-87.745571136474609,65.866915438833544,43.417646077381399,-3.576320000000000,SWA2132 ,True,False,False,2443,205.740000000000009,,1590365028.871999979019165,1590365032.816999912261963
1067,1590365160,abef2f,41.704008458024362,-87.854600063590112,102.977503353161481,43.583078825504295,-5.201920000000000,SWA6893 ,False,False,False,340,769.620000000000005,762.000000000000000,1590365153.091000080108643,1590365159.780999898910522
1068,1590365160,abdd09,40.941375732421875,-83.306579589843750,214.838121666799168,286.699244233993625,0.000000000000000,SWA163  ,False,False,False,7376,12184.380000000001019,12633.960000000000946,1590365159.959000110626221,1590365159.983999967575073
1069,1590365160,ad61de,41.788604736328125,-87.743916945023955,,,,SWA1541 ,True,False,False,6216,,,1590365159.355000019073486,1590365159.355000019073486
1070,1590365160,abe4db,41.781808885477353,-87.756154259970003,50.220907555181441,43.339717631017194,0.000000000000000,SWA1697 ,True,False,False,3164,205.740000000000009,,1590365156.052999973297119,1590365159.782999992370605
1071,1590365160,a23d25,40.486481230137713,-87.186126708984375,234.345476635206751,2.768189492931938,-0.325120000000000,SWA399  ,False,False,False,5720,12192.000000000000000,12641.579999999999927,1590365159.730999946594238,1590365160.000000000000000
1072,1590365170,ad61de,41.788605512198757,-87.743906420330688,,,,SWA1541 ,True,False,False,6216,,,1590365169.174000024795532,1590365169.174000024795532
1073,1590365170,abdd09,40.946731567382812,-83.330139160156250,214.838121666799168,286.699244233993625,0.000000000000000,SWA163  ,False,False,False,7376,12184.380000000001019,12633.960000000000946,1590365169.681999921798706,1590365169.971999883651733
1074,1590365170,abe4db,41.786636352539062,-87.750049937855124,70.604510637817583,43.228530259965929,0.325120000000000,SWA1697 ,False,False,False,3164,198.120000000000005,152.400000000000006,1590365168.752000093460083,1590365168.752000093460083
1075,1590365170,a23d25,40.507598876953125,-87.184814453125000,234.345476635206751,2.768189492931938,0.000000000000000,SWA399  ,False,False,False,2650,12192.000000000000000,12641.579999999999927,1590365169.901000022888184,1590365169.964999914169312
1076,1590365170,abef2f,41.711456816075213,-87.845146711482528,101.150732287995623,43.763592397143860,-5.201920000000000,SWA6893 ,False,False,False,2653,716.280000000000086,708.660000000000082,1590365164.119999885559082,1590365169.877000093460083
1077,1590365170,abf3da,41.788093437582759,-87.746429443359375,63.685175209849270,43.363422958383282,-0.650240000000000,SWA282  ,False,False,True,1520,8915.399999999999636,,1590364880.335000038146973,1590364911.269000053405762
1078,1590365170,a0a332,42.455361576403597,-88.222769803779045,154.826278572541867,203.498565675952079,0.000000000000000,FDX383  ,False,False,False,4326,3070.860000000000127,3169.920000000000073,1590365169.598000049591064,1590365169.976000070571899
1079,1590365170,aaed7f,42.454696655273438,-88.287880637428998,85.552516686449479,176.552613148134810,-2.600960000000000,N803F   ,False,False,False,2635,2255.519999999999982,2316.480000000000018,1590365169.598000049591064,1590365169.832000017166138
1080,1590365170,a209c0,41.532975536281775,-87.462477573128638,147.014018416682234,274.214178522734073,-5.201920000000000,AAY2986 ,False,False,False,703,1790.700000000000045,1866.900000000000091,1590365169.976000070571899,1590365169.976000070571899
1081,1590365170,a1d44e,41.785331726074219,-87.745571136474609,65.866915438833544,43.417646077381399,-3.576320000000000,SWA2132 ,True,False,False,2443,205.740000000000009,,1590365028.871999979019165,1590365032.816999912261963
1082,1590365170,a2bec7,41.760243561308258,-88.958917662154761,226.991091705949373,265.710846671181002,8.128000000000000,SWA1081 ,False,False,False,1374,9372.600000000000364,9745.979999999999563,1590365169.813999891281128,1590365169.931999921798706
1083,1590365170,adb8cb,42.132293701171875,-87.911848588423297,30.194839085074126,156.929587750175358,-1.300480000000000,N9831G  ,False,False,False,5722,274.319999999999993,251.460000000000008,1590364958.536000013351440,1590364958.536000013351440
1084,1590365170,abc0c1,41.779225236278471,-87.757319960483301,,,,SWA1160 ,True,False,False,6246,,,1590365168.476000070571899,1590365169.013999938964844
1085,1590365170,a1c39a,41.935958862304688,-88.533325195312500,42.378446660028686,100.491477012331600,0.325120000000000,N2122M  ,False,False,False,5363,815.340000000000032,800.100000000000023,1590365168.752000093460083,1590365169.598000049591064
1086,1590365170,ad3098,41.490007820775951,-87.888006165970182,196.065265510980822,207.842562214319429,16.581120000000002,SWA1520 ,False,False,False,6530,5006.340000000000146,5181.600000000000364,1590365169.976000070571899,1590365169.976000070571899
1087,1590365170,a537b2,41.786568851794222,-87.746557191360807,,,,SWA189  ,True,False,False,3101,198.120000000000005,,1590365160.964999914169312,1590365168.621000051498413
1088,1590365170,a1e05f,41.859260171146715,-87.505720271620646,90.584517255222366,336.929587750175358,0.000000000000000,N22TP   ,False,False,False,4074,1089.660000000000082,1089.660000000000082,1590365147.730999946594238,1590365169.877000093460083
1089,1590365170,aa80a7,41.491125074483577,-87.530567257903328,83.016980885422328,277.477330306660804,0.000000000000000,N776PS  ,False,False,False,1661,853.440000000000055,838.200000000000045,1590365169.598000049591064,1590365169.598000049591064
1090,1590365170,89902f,46.091491699218750,-95.366821289062500,240.708122207673910,123.316478526062568,0.000000000000000,EVA056  ,False,False,False,1612,11277.600000000000364,11582.399999999999636,1590365169.865000009536743,1590365169.865000009536743
1091,1590365170,a645b4,41.182297528800319,-88.091437599875690,209.875498767434237,185.626745715140743,10.078720000000001,GJS4520 ,False,False,False,1372,6606.539999999999964,6880.859999999999673,1590365169.813999891281128,1590365169.976000070571899
1092,1590365170,a390ff,43.958021260924255,-88.438502720424140,172.571234716032023,171.773277535891850,18.531840000000003,AAY2110 ,False,False,False,2340,3909.060000000000400,4015.740000000000236,1590365169.709000110626221,1590365169.931999921798706
1093,1590365170,a3c185,41.602105609441203,-87.638833689135140,58.666919485461989,305.362461887069060,-1.300480000000000,N341FC  ,False,False,False,5320,1005.840000000000032,998.220000000000027,1590365169.559999942779541,1590365169.974999904632568
1094,1590365170,a21127,42.183775820974574,-88.029550951580632,241.120072927569623,68.470993118160891,-5.201920000000000,ENY4267 ,False,False,False,2253,8702.040000000000873,9052.559999999999491,1590365169.829999923706055,1590365169.976000070571899
1095,1590365170,acc799,41.874252319335938,-87.594306252219440,152.941354687200999,336.194056481542304,22.758400000000002,SWA1063 ,False,False,False,6560,2446.019999999999982,2499.360000000000127,1590365154.960999965667725,1590365169.976000070571899
1096,1590365170,a05646,42.548400878906250,-87.796055186878561,210.266044840681815,20.031012680897732,10.403840000000001,UAL931  ,False,False,False,6532,5402.579999999999927,5608.319999999999709,1590365169.976000070571899,1590365169.976000070571899
1097,1590365170,a26fc9,41.785835266113281,-87.747506228360237,70.253162781167816,42.922825234837191,-0.975360000000000,SWA312  ,True,False,False,2255,,,1590365163.319999933242798,1590365163.319999933242798
1098,1590365170,a6d5e0,42.033279418945312,-87.713220769708812,105.144349714562082,152.933466841040456,-0.650240000000000,N54DB   ,False,False,False,2403,5760.720000000000255,5981.700000000000728,1590365168.750000000000000,1590365169.877000093460083
1099,1590365170,abadd6,42.233028088585804,-87.803373115007219,203.660706326329915,334.729548341086286,10.728960000000001,SWA1384 ,False,False,False,1327,5509.260000000000218,5699.760000000000218,1590365169.329999923706055,1590365169.976000070571899
1100,1590365170,abf29f,41.797439575195312,-88.590254350142061,210.410111603543811,269.719827272191992,3.576320000000000,SWA195  ,False,False,False,6555,7033.260000000000218,7299.960000000000036,1590365169.976000070571899,1590365169.976000070571899
1101,1590365170,4bb145,43.149353027343750,-86.059868391170028,240.868042736729734,228.376623093176562,-11.054080000000001,THY6185 ,False,False,False,212,9113.520000000000437,9509.760000000002037,1590365169.707999944686890,1590365169.933000087738037
1102,1590365170,a198e5,40.066131591796875,-85.997375488281250,260.130174106423453,341.314226977887017,-0.325120000000000,EJM16   ,False,False,False,1420,7315.200000000000728,7612.380000000001019,1590365169.625000000000000,1590365169.767999887466431
1103,1590365170,a0d1d8,41.653173414327327,-88.218170875726742,44.038329513148064,217.405356631408551,0.650240000000000,N152CJ  ,False,False,False,,731.519999999999982,678.179999999999950,1590365169.441999912261963,1590365169.974999904632568
1104,1590365180,a0d1d8,41.650007862155718,-88.221428449763778,45.481039448620521,217.647620640107647,0.650240000000000,N152CJ  ,False,False,False,,731.519999999999982,685.799999999999955,1590365179.483000040054321,1590365179.941999912261963
1105,1590365180,aa80a7,41.492202758789062,-87.540685480291188,83.818069012858174,278.826370954227912,-1.300480000000000,N776PS  ,False,False,False,1661,845.820000000000050,830.580000000000041,1590365179.941999912261963,1590365179.941999912261963
1106,1590365180,a6d5e0,42.024078369140625,-87.706853693181813,105.379430243983379,152.684392026557759,0.325120000000000,N54DB   ,False,False,False,2403,5760.720000000000255,5981.700000000000728,1590365179.684999942779541,1590365179.928999900817871
1107,1590365180,a209c0,41.533905029296875,-87.479199496182559,147.014018416682234,274.214178522734073,-5.201920000000000,AAY2986 ,False,False,False,703,1737.360000000000127,1805.940000000000055,1590365179.483000040054321,1590365179.940999984741211
1108,1590365180,a05646,42.565550723318324,-87.785616142805225,214.011177274169881,27.797028579717718,9.428480000000000,UAL931  ,False,False,False,6532,5494.020000000000437,5707.380000000000109,1590365179.891999959945679,1590365179.941999912261963
1109,1590365180,abf3da,41.788093437582759,-87.746429443359375,63.685175209849270,43.363422958383282,-0.650240000000000,SWA282  ,False,False,True,1520,8915.399999999999636,,1590364880.335000038146973,1590364911.269000053405762
1110,1590365180,aaed7f,42.446749412407307,-88.287346418513778,85.496816412871894,177.240892341379748,-2.600960000000000,N803F   ,False,False,False,2635,2225.039999999999964,2286.000000000000000,1590365179.941999912261963,1590365179.993000030517578
1111,1590365180,adb8cb,42.132293701171875,-87.911848588423297,30.194839085074126,156.929587750175358,-1.300480000000000,N9831G  ,False,False,False,5722,274.319999999999993,251.460000000000008,1590364958.536000013351440,1590364958.536000013351440
1112,1590365180,a0a332,42.442559711003703,-88.230306935864803,149.288067858087146,203.561545347771016,0.000000000000000,FDX383  ,False,False,False,4326,3070.860000000000127,3162.300000000000182,1590365179.805999994277954,1590365179.880000114440918
1113,1590365180,abc0c1,41.779140472412109,-87.758133628151654,,,,SWA1160 ,True,False,False,6246,,,1590365179.805999994277954,1590365179.805999994277954
1114,1590365180,a21127,42.191894531250000,-88.001799149946748,239.974203076301933,68.495102649089404,-4.876800000000000,ENY4267 ,False,False,False,2253,8656.319999999999709,8999.219999999999345,1590365179.914999961853027,1590365179.941999912261963
1115,1590365180,a1e05f,41.881164550781250,-87.518338290127872,90.584517255222366,336.929587750175358,0.000000000000000,N22TP   ,False,False,False,4074,1089.660000000000082,1089.660000000000082,1590365177.250000000000000,1590365179.684999942779541
1116,1590365180,a1d44e,41.785331726074219,-87.745571136474609,65.866915438833544,43.417646077381399,-3.576320000000000,SWA2132 ,True,False,False,2443,205.740000000000009,,1590365028.871999979019165,1590365032.816999912261963
1117,1590365180,4bb145,43.134744935116522,-86.082327706473222,239.415516793336849,228.397132919339754,-11.054080000000001,THY6185 ,False,False,False,212,9006.840000000000146,9387.840000000000146,1590365179.890000104904175,1590365179.894999980926514
1118,1590365180,a198e5,40.088241577148438,-86.007995605468750,259.845150057340902,338.514556682936586,0.000000000000000,EJM16   ,False,False,False,1420,7315.200000000000728,7612.380000000001019,1590365179.663000106811523,1590365179.943000078201294
1119,1590365180,a645b4,41.163536976959747,-88.093872070312500,209.926562982961514,185.766477810841394,8.778240000000000,GJS4520 ,False,False,False,1372,6697.980000000000473,6972.300000000000182,1590365179.628999948501587,1590365179.943000078201294
1120,1590365180,acc799,41.899201991194381,-87.609515522801587,151.380337244495223,336.571307191254618,23.733760000000000,SWA1063 ,False,False,False,6560,2682.240000000000236,2743.200000000000273,1590365175.006999969482422,1590365179.941999912261963
1121,1590365180,abf29f,41.797299142611230,-88.615339412245646,210.410111603543811,269.719827272191992,12.029440000000001,SWA195  ,False,False,False,6555,7117.079999999999927,7376.159999999999854,1590365179.941999912261963,1590365179.941999912261963
1122,1590365180,ad3098,41.474552477820446,-87.898864746093750,198.820459958902404,207.758540601060020,15.930880000000000,SWA1520 ,False,False,False,6530,5158.740000000000691,5356.860000000000582,1590365179.805000066757202,1590365179.940999984741211
1123,1590365180,89902f,46.080337783037606,-95.342376708984375,241.138182595286992,123.249339453218795,0.000000000000000,EVA056  ,False,False,False,1612,11277.600000000000364,11582.399999999999636,1590365179.206000089645386,1590365179.206000089645386
1124,1590365180,a26fc9,41.785034179687500,-87.746398232199908,70.253162781167816,42.922825234837191,-0.975360000000000,SWA312  ,True,False,False,2255,,,1590365178.140000104904175,1590365178.140000104904175
1125,1590365180,a2bec7,41.758758544921875,-88.986011851917624,228.530130460821226,265.739785555055960,12.354560000000001,SWA1081 ,False,False,False,1374,9464.040000000000873,9837.420000000000073,1590365179.805000066757202,1590365179.930000066757202
1126,1590365180,a390ff,43.942938335871290,-88.435494559151778,173.589597480450891,171.821871018774431,14.630400000000002,AAY2110 ,False,False,False,2340,4076.700000000000273,4198.619999999999891,1590365179.440000057220459,1590365179.759999990463257
1127,1590365180,a537b2,41.786557213734767,-87.746573159860986,,,,SWA189  ,True,False,False,3101,,,1590365176.022000074386597,1590365176.022000074386597
1128,1590365180,a3c185,41.604629516601562,-87.645180442116498,58.502032443213054,293.860175191342364,-2.275840000000000,N341FC  ,False,False,False,5320,1005.840000000000032,975.360000000000014,1590365179.941999912261963,1590365179.941999912261963
1129,1590365180,a1c39a,41.935089111328125,-88.527707186612247,41.970559914411623,101.309932474020215,0.000000000000000,N2122M  ,False,False,False,5363,822.960000000000036,800.100000000000023,1590365179.941999912261963,1590365179.941999912261963
1130,1590365180,abadd6,42.250534057617188,-87.814469770951689,206.426063802968827,334.776076602639193,13.004800000000001,SWA1384 ,False,False,False,1327,5623.560000000000400,5821.680000000000291,1590365179.805000066757202,1590365179.941999912261963
1131,1590365180,abe4db,41.791671752929688,-87.743807705965935,79.732181736585233,42.646703133891691,16.256000000000000,SWA1697 ,False,False,False,3164,281.939999999999998,220.979999999999990,1590365178.631000041961670,1590365179.928999900817871
1132,1590365180,a23d25,40.528884887695312,-87.183471679687500,233.317794531131398,2.780391944349708,0.000000000000000,SWA399  ,False,False,False,2650,12192.000000000000000,12641.579999999999927,1590365179.941999912261963,1590365179.993000030517578
1133,1590365180,abef2f,41.721698308395126,-87.832116415334269,100.089439855985844,43.125534437395480,-5.201920000000000,SWA6893 ,False,False,False,2653,662.940000000000055,655.320000000000050,1590365179.631999969482422,1590365179.970999956130981
1134,1590365180,ad61de,41.788605512198757,-87.743922388830867,,,,SWA1541 ,True,False,False,6216,,,1590365179.338000059127808,1590365179.338000059127808
1135,1590365180,abdd09,40.952282921742579,-83.354644775390625,215.330920392906734,286.659910753092731,0.000000000000000,SWA163  ,False,False,False,7376,12184.380000000001019,12633.960000000000946,1590365179.594000101089478,1590365179.992000102996826
1136,1590365190,ad61de,41.788616180419922,-87.743916945023955,,,,SWA1541 ,True,False,False,6216,,,1590365188.948999881744385,1590365188.948999881744385
1137,1590365190,a23d25,40.549667358398438,-87.182189941406250,232.803957473886527,2.786533569493248,0.000000000000000,SWA399  ,False,False,False,2650,12192.000000000000000,12641.579999999999927,1590365189.990000009536743,1590365189.990000009536743
1138,1590365190,abe4db,41.796973276946503,-87.737263524255070,78.210716767079731,45.266490076058403,11.704320000000001,SWA1697 ,False,False,False,3164,434.340000000000032,381.000000000000000,1590365188.608999967575073,1590365189.802000045776367
1139,1590365190,abef2f,41.728408813476562,-87.823770696466624,98.987367583602634,43.315315682103716,-4.876800000000000,SWA6893 ,False,False,False,2653,609.600000000000023,601.980000000000018,1590365189.901999950408936,1590365189.901999950408936
1140,1590365190,abdd09,40.957822638042899,-83.378989479758502,216.464195627195608,286.712286751299189,0.000000000000000,SWA163  ,False,False,False,7376,12184.380000000001019,12633.960000000000946,1590365189.563999891281128,1590365189.709000110626221
1141,1590365190,acc799,41.917831420898438,-87.620273936878561,151.176527416356606,336.750206837325379,19.507200000000001,SWA1063 ,False,False,False,6560,2903.220000000000255,2956.560000000000400,1590365189.802000045776367,1590365189.924000024795532
1142,1590365190,a0d1d8,41.646606445312500,-88.224834095348001,47.331643808727371,217.492653333050328,0.325120000000000,N152CJ  ,False,False,False,,731.519999999999982,685.799999999999955,1590365189.762000083923340,1590365189.901999950408936
1143,1590365190,a3c185,41.606643676757812,-87.651609940962373,57.509685326148258,291.515884709495140,-1.950720000000000,N341FC  ,False,False,False,5320,975.360000000000014,952.500000000000000,1590365189.901999950408936,1590365189.924000024795532
1144,1590365190,a390ff,43.927322387695312,-88.432468148164958,176.645417675214389,171.964289289465199,12.679680000000001,AAY2110 ,False,False,False,2340,4213.860000000000582,4335.780000000000655,1590365189.457000017166138,1590365189.963999986648560
1145,1590365190,a21127,42.199722290039062,-87.975019975142061,238.640474355525356,68.634378671511115,-5.527040000000000,ENY4267 ,False,False,False,2253,8610.600000000000364,8945.880000000001019,1590365189.928999900817871,1590365189.928999900817871
1146,1590365190,89902f,46.076380842823092,-95.333793640136719,241.420627141433414,123.351443930163384,0.000000000000000,EVA056  ,False,False,False,1612,11277.600000000000364,11582.399999999999636,1590365182.319999933242798,1590365187.506000041961670
1147,1590365190,a645b4,41.144531250000000,-88.096374511718750,210.387470088802758,185.613009179156904,8.453120000000000,GJS4520 ,False,False,False,1372,6774.180000000000291,7056.119999999999891,1590365189.802000045776367,1590365189.901999950408936
1148,1590365190,a198e5,40.110443115234375,-86.020324707031250,259.924581020085952,335.565430277568851,-0.325120000000000,EJM16   ,False,False,False,1420,7315.200000000000728,7612.380000000001019,1590365189.894999980926514,1590365189.990000009536743
1149,1590365190,a05646,42.581983663268005,-87.771691610646769,218.047803988672200,35.977680613944145,7.802880000000000,UAL931  ,False,False,False,6532,5577.840000000000146,5798.819999999999709,1590365189.963999986648560,1590365189.963999986648560
1150,1590365190,a26fc9,41.784954071044922,-87.746132937344612,70.253162781167816,42.922825234837191,-0.975360000000000,SWA312  ,True,False,False,2255,,,1590365181.842000007629395,1590365181.842000007629395
1151,1590365190,a6d5e0,42.015884399414062,-87.701173262162627,104.922616313977755,152.555477425911221,0.325120000000000,N54DB   ,False,False,False,2403,5760.720000000000255,5981.700000000000728,1590365189.589999914169312,1590365189.963999986648560
1152,1590365190,aa80a7,41.493301391601562,-87.550548206676126,85.124549841650733,277.640406761026725,-1.300480000000000,N776PS  ,False,False,False,1661,838.200000000000045,822.960000000000036,1590365189.802000045776367,1590365189.802000045776367
1153,1590365190,a1c39a,41.934442035222453,-88.523488599200562,43.809369619914321,99.462322208025626,0.000000000000000,N2122M  ,False,False,False,5363,822.960000000000036,800.100000000000023,1590365188.278000116348267,1590365188.765000104904175
1154,1590365190,abf29f,41.797206038135592,-88.639739280523258,210.410111603543811,269.719827272191992,16.906240000000000,SWA195  ,False,False,False,6555,7254.240000000000691,7520.940000000000509,1590365189.589999914169312,1590365189.762000083923340
1155,1590365190,abadd6,42.266967773437500,-87.824894298206686,208.507269288286750,334.889165098456090,14.955520000000002,SWA1384 ,False,False,False,1327,5760.720000000000255,5958.840000000000146,1590365189.589999914169312,1590365189.963999986648560
1156,1590365190,ad3098,41.458786010742188,-87.909913496537627,200.665475033482693,207.813270881262099,16.906240000000000,SWA1520 ,False,False,False,6530,5318.760000000000218,5501.640000000000327,1590365189.762000083923340,1590365189.901999950408936
1157,1590365190,a537b2,41.786557213734767,-87.746573159860986,,,,SWA189  ,True,False,False,3101,,,1590365185.885999917984009,1590365189.802000045776367
1158,1590365190,a209c0,41.534866333007812,-87.496865012428998,146.500970184644842,274.228963439889981,-4.876800000000000,AAY2986 ,False,False,False,703,1691.640000000000100,1760.220000000000027,1590365189.762000083923340,1590365189.901999950408936
1159,1590365190,adb8cb,42.132293701171875,-87.911848588423297,30.194839085074126,156.929587750175358,-1.300480000000000,N9831G  ,False,False,False,5722,274.319999999999993,251.460000000000008,1590364958.536000013351440,1590364958.536000013351440
1160,1590365190,abc0c1,41.779120493743378,-87.758900842001253,,,,SWA1160 ,True,False,False,6246,,,1590365188.927999973297119,1590365188.927999973297119
1161,1590365190,aaed7f,42.439132690429688,-88.286819458007812,86.066035326878534,176.573206842709538,-2.600960000000000,N803F   ,False,False,False,2635,2225.039999999999964,2255.519999999999982,1590365189.802000045776367,1590365189.924000024795532
1162,1590365190,abf3da,41.788093437582759,-87.746429443359375,63.685175209849270,43.363422958383282,-0.650240000000000,SWA282  ,False,False,True,1520,8915.399999999999636,,1590364880.335000038146973,1590364911.269000053405762
1163,1590365190,a0a332,42.430938720703125,-88.237131292169749,146.313878941168952,203.410208312286017,-2.926080000000000,FDX383  ,False,False,False,4326,3055.620000000000346,3147.060000000000400,1590365189.428999900817871,1590365189.759999990463257
1164,1590365190,a2bec7,41.757217665850106,-89.012827318768132,228.568922328894217,265.611185164414792,10.728960000000001,SWA1081 ,False,False,False,1374,9578.340000000000146,9959.340000000000146,1590365189.589999914169312,1590365189.963999986648560
1165,1590365190,4bb145,43.120513916015625,-86.104196947674382,237.578460358575569,228.335551236732357,-10.728960000000001,THY6185 ,False,False,False,212,8900.159999999999854,9281.159999999999854,1590365189.808000087738037,1590365189.963999986648560
1166,1590365190,a1d44e,41.785331726074219,-87.745571136474609,65.866915438833544,43.417646077381399,-3.576320000000000,SWA2132 ,True,False,False,2443,205.740000000000009,,1590365028.871999979019165,1590365032.816999912261963
1167,1590365190,a1e05f,41.881164550781250,-87.518338290127872,91.058041220042057,337.056433527039360,0.000000000000000,N22TP   ,False,False,False,4074,1089.660000000000082,1089.660000000000082,1590365177.250000000000000,1590365189.901999950408936
1168,1590365200,a1d44e,41.785331726074219,-87.745571136474609,65.866915438833544,43.417646077381399,-3.576320000000000,SWA2132 ,True,False,False,2443,205.740000000000009,,1590365028.871999979019165,1590365032.816999912261963
1169,1590365200,abc0c1,41.779399807170286,-87.759044558502922,,,,SWA1160 ,True,False,False,6246,,,1590365199.586999893188477,1590365199.586999893188477
1170,1590365200,aa80a7,41.494290626655186,-87.561035156250000,86.526055183559038,276.829244303198038,-1.300480000000000,N776PS  ,False,False,False,1661,822.960000000000036,807.720000000000027,1590365199.967000007629395,1590365199.967000007629395
1171,1590365200,ad3098,41.442352294921875,-87.921399203213809,201.815535375183970,207.806156695593728,15.605760000000000,SWA1520 ,False,False,False,6530,5494.020000000000437,5699.760000000000218,1590365199.967000007629395,1590365199.967000007629395
1172,1590365200,a390ff,43.910568237304688,-88.429210574127865,180.211869973001399,172.124338272236372,12.029440000000001,AAY2110 ,False,True,False,4577,4343.400000000000546,4472.940000000000509,1590365199.966000080108643,1590365199.980999946594238
1173,1590365200,a1e05f,41.881164550781250,-87.518338290127872,90.944620323349923,338.078221406040825,0.325120000000000,N22TP   ,False,False,False,4074,1089.660000000000082,1089.660000000000082,1590365177.250000000000000,1590365199.966000080108643
1174,1590365200,a198e5,40.131408691406250,-86.033752441406250,259.540949348513834,332.622297228668288,0.000000000000000,EJM16   ,False,False,False,1420,7315.200000000000728,7612.380000000001019,1590365199.943000078201294,1590365199.950000047683716
1175,1590365200,a3c185,41.608576370497879,-87.657932015352458,57.223657522913790,292.184013345269989,-1.625600000000000,N341FC  ,False,False,False,4622,944.879999999999995,937.259999999999991,1590365199.696000099182129,1590365199.747999906539917
1176,1590365200,a537b2,41.786557213734767,-87.746573159860986,,,,SWA189  ,True,False,False,3101,,,1590365195.634999990463257,1590365197.111000061035156
1177,1590365200,a1c39a,41.933790303893005,-88.517420569131502,44.029314194309222,96.709836807756929,1.300480000000000,N2122M  ,False,False,False,5363,822.960000000000036,807.720000000000027,1590365199.746999979019165,1590365199.967000007629395
1178,1590365200,a21127,42.207377805548198,-87.948750340661320,236.536853408477327,68.568832723766803,-4.876800000000000,ENY4267 ,False,False,False,2253,8557.260000000000218,8892.540000000000873,1590365199.676000118255615,1590365199.980999946594238
1179,1590365200,a645b4,41.125876216565146,-88.098803433504997,210.849880022282576,185.460212592148366,7.802880000000000,GJS4520 ,False,False,False,1372,6858.000000000000000,7139.939999999999600,1590365199.696000099182129,1590365199.976999998092651
1180,1590365200,abadd6,42.284142445709740,-87.835629485374227,208.289475236423016,335.017302745540633,17.231360000000002,SWA1384 ,False,False,False,1327,5920.740000000000691,6126.480000000000473,1590365199.586999893188477,1590365199.980999946594238
1181,1590365200,89902f,46.059109962592686,-95.296096801757812,241.703836582347861,123.453309454072695,0.000000000000000,EVA056  ,False,False,False,1612,11277.600000000000364,11590.020000000000437,1590365196.838999986648560,1590365197.878999948501587
1182,1590365200,adb8cb,42.132293701171875,-87.911848588423297,30.194839085074126,156.929587750175358,-1.300480000000000,N9831G  ,False,False,False,5722,274.319999999999993,251.460000000000008,1590364958.536000013351440,1590364958.536000013351440
1183,1590365200,a26fc9,41.785400390625000,-87.745446291836799,70.253162781167816,42.922825234837191,-0.975360000000000,SWA312  ,True,False,False,2255,,,1590365193.430999994277954,1590365193.430999994277954
1184,1590365200,a6d5e0,42.007389391882946,-87.695234431776896,104.250778740971413,152.043933936315682,0.325120000000000,N54DB   ,False,False,False,2403,5760.720000000000255,5989.320000000000618,1590365199.677000045776367,1590365199.966000080108643
1185,1590365200,abf29f,41.797112933659953,-88.665480502816138,210.410111603543811,269.719827272191992,14.630400000000002,SWA195  ,False,False,False,6555,7406.640000000000327,7688.579999999999927,1590365199.696000099182129,1590365199.980000019073486
1186,1590365200,4bb145,43.106826782226562,-86.125211493913469,236.125873191816197,228.356094139295919,-11.054080000000001,THY6185 ,False,False,False,212,8793.479999999999563,9166.859999999998763,1590365199.598000049591064,1590365199.967000007629395
1187,1590365200,a0d1d8,41.643356323242188,-88.228204900568187,47.242095862735468,218.367485384861510,1.300480000000000,N152CJ  ,False,False,False,,762.000000000000000,701.039999999999964,1590365199.207999944686890,1590365199.746999979019165
1188,1590365200,acc799,41.930298886056669,-87.627591865007219,152.000574089615867,336.037511025421793,22.108160000000002,SWA1063 ,False,False,False,6560,3101.340000000000146,3185.160000000000309,1590365199.696000099182129,1590365199.980999946594238
1189,1590365200,a2bec7,41.755588337526483,-89.040995753088623,229.081861212614797,265.621031392247573,10.728960000000001,SWA1081 ,False,False,False,1374,9692.640000000001237,10073.640000000001237,1590365199.859999895095825,1590365199.966000080108643
1190,1590365200,a0a332,42.418624877929688,-88.244434703480124,144.898885527964950,203.652673431553666,-5.527040000000000,FDX383  ,False,False,False,4326,3009.900000000000091,3108.960000000000036,1590365199.746999979019165,1590365199.980000019073486
1191,1590365200,a05646,42.597473144531250,-87.754669189453125,221.524747505877571,40.384812881023130,8.128000000000000,UAL931  ,False,False,False,6532,5654.039999999999964,5875.020000000000437,1590365199.966000080108643,1590365199.966000080108643
1192,1590365200,aaed7f,42.431396484375000,-88.286132812500000,86.066035326878534,176.573206842709538,-2.926080000000000,N803F   ,False,False,False,2635,2164.079999999999927,2232.659999999999854,1590365199.859999895095825,1590365199.980000019073486
1193,1590365200,a209c0,41.535827636718750,-87.514780217950999,146.463932444979861,274.028263666485145,-4.876800000000000,AAY2986 ,False,False,False,703,1638.300000000000182,1699.260000000000218,1590365199.966000080108643,1590365199.966000080108643
1194,1590365200,abdd09,40.963688220007946,-83.404582630504251,216.956960386712552,286.673218444498957,0.000000000000000,SWA163  ,False,False,False,7376,12184.380000000001019,12633.960000000000946,1590365199.937999963760376,1590365199.984999895095825
1195,1590365200,a23d25,40.570275258209747,-87.180883234197438,232.290123103401356,2.792702365713283,-0.325120000000000,SWA399  ,False,False,False,2171,12192.000000000000000,12641.579999999999927,1590365199.950000047683716,1590365199.950000047683716
